timestamp;timestamp_sample;baro_device_id;baro_alt_meter;baro_pressure_pa;ambient_temperature;rho;temperature_source;calibration_count
1313583088;1313563549;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1313820820;1313795911;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1313993630;1313968737;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1314220457;1314198220;4028193;9.766013;101207.75;15.0;1.2233816;0;0
1314393403;1314371186;4028193;9.723736;101208.25;15.0;1.2233876;0;0
1314620260;1314600754;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1314793196;1314773677;4028193;10.038173;101204.5;15.0;1.2233423;0;0
1315031001;1315006039;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1315203823;1315178903;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1315430825;1315408595;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1315603632;1315581418;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1315830447;1315810929;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1316003370;1315983817;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1316241260;1316216323;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1316414303;1316389360;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1316587137;1316562202;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1316814194;1316791959;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1316987067;1316964867;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1317214087;1317194546;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1317387060;1317367557;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1317624749;1317599813;4028193;9.702598;101208.5;15.0;1.2233907;0;0
1317797646;1317772735;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1318024878;1318002583;4028193;10.098945;101203.75;15.0;1.2233332;0;0
1318197786;1318175575;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1318424710;1318405210;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1318597665;1318578089;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1318835453;1318810469;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1319008323;1318983426;4028193;9.766013;101207.75;15.0;1.2233816;0;0
1319235249;1319213028;4028193;9.620686;101209.5;15.0;1.2234027;0;0
1319408174;1319385897;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1319635126;1319615598;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1319808058;1319788555;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1319981016;1319961484;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1320218688;1320193756;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1320391688;1320366785;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1320618803;1320596595;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1320791803;1320769581;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1321018637;1320999116;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1321191591;1321172054;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1321429340;1321404338;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1321602359;1321577350;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1321829396;1321807111;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1322002276;1321980045;4028193;9.871706;101206.5;15.0;1.2233665;0;0
